name,domination_number,total_domination_number,connected_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,vertex_cover_number,k_residual_index,(order - domination_number),(order - total_domination_number),(order - connected_domination_number),(order - power_domination_number),(order - zero_forcing_number),(order - triameter),(order - diameter),(order - radius),(size - triameter),(size - diameter),(size - radius),(order - independent_domination_number),(order - chromatic_number),(order - matching_number),(order - min_maximal_matching_number),(size - matching_number),(size - min_maximal_matching_number),(order - min_degree),(order - max_degree),(order - clique_number),(order - residue),(order - annihilation_number),(order - sub_total_domination_number),(order - slater),(order - k_slater_index),(order - k_residual_index),order_number_of_divisors,order_sum_of_divisors,order_euler_totient,order_sum_of_proper_divisors,order_number_of_prime_factors,order_number_of_distinct_prime_factors,independence_number_of_divisors,independence_sum_of_divisors,independence_euler_totient,independence_sum_of_proper_divisors,independence_number_of_prime_factors,independence_number_of_distinct_prime_factors,matching_number_of_divisors,matching_sum_of_divisors,matching_euler_totient,matching_sum_of_proper_divisors,matching_number_of_prime_factors,matching_number_of_distinct_prime_factors,zero_forcing_number_of_divisors,zero_forcing_sum_of_divisors,zero_forcing_euler_totient,zero_forcing_sum_of_proper_divisors,zero_forcing_number_of_prime_factors,zero_forcing_number_of_distinct_prime_factors,domination_number_of_divisors,domination_sum_of_divisors,domination_euler_totient,domination_sum_of_proper_divisors,domination_number_of_prime_factors,domination_number_of_distinct_prime_factors,min_edge_cover,[(annihilation_number + residue)/ max_degree],[order/ max_degree],[order/ (max_degree + 1)],[order/ (max_degree - 1)],[order/ (max_degree + 2)],(residue + annihilation_number),a connected graph,a connected and bipartite graph,an eulerian graph,a connected and planar graph,a connected and regular graph,a connected and cubic graph,a connected graph which is not K_n,a connected and triangle-free graph,a connected and at-free graph,a tree graph,a connected and chordal graph,a connected and claw-free graph,a connected graph with maximum degree at most 3,a connected graph which is not K_n and has maximum degree at most 3,"a connected, claw-free, and cubic graph","a connected, planar, and cubic graph",a connected and cubic graph which is not K_4,a connected graph with a prime number of vertices,a connected graph with a prime number of edges,a connected graph with a prime independence number,a connected graph with a prime diameter,a connected graph with a prime zero forcing number,a connected graph with a prime total domination number,a connected graph with a prime domination number,a connected graph with a prime residue,a connected graph with a prime matching number,a connected and well-covered graph,a connected graph with diameter at most 3,a connected and planar graph with diameter at most 3,a connected graph with a total domination number equal to the domination number,a connected graph with mobious(d_1) + ... + mobious(d_n) > 0,a connected graph with mobious(d_1) + ... + mobious(d_n) = 0,a connected graph with mobious(d_1) + ... + mobious(d_n) < 0,a connected graph with mobious(order) < 0,a connected graph with mobious(order) > 0,a connected graph with mobious(order) = 0
cubic4.txt,2,4,4,3,2,4,4,3,3,8,12,2,3,4,3,7,4.0,4.0,4.898979485566357,3,3,3,2,4,3,2,1,5,2,6,4,4,6,4,1,5,5,5,9,9,6,5,4,5,8,9,5,5,5,6,4,5,6,7,6,4,15,4,7,1,1,2,4,2,1,1,1,3,7,2,3,1,1,3,7,2,3,1,1,2,3,1,1,1,1,4,2.0,2.6666666666666665,2.0,4.0,1.6,6,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True
T1.txt,1,2,1,2,1,3,3,2,1,5,9,1,4,2,2,4,2.4820508075688776,2.4642857142857144,3.3284470098351844,3,4,4,2,2,2,1,1,3,1,4,3,4,4,2,1,3,4,5,7,8,4,1,3,3,7,7,2,1,1,3,3,3,4,4,4,2,6,4,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,4,2,1,1,1,1,1,1,0,0,0,3,1.0,1.25,1.0,1.6666666666666667,0.8333333333333334,4,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False
cubic12.txt,3,4,5,4,2,5,5,3,3,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,5,8,5,2,7,7,7,12,12,7,7,5,6,10,11,7,7,7,7,5,6,7,9,8,4,18,4,8,2,2,3,7,2,3,1,1,2,6,4,1,1,1,2,6,4,1,1,1,2,4,2,1,1,1,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False
T16.txt,1,2,1,3,1,4,4,2,1,7,15,1,4,3,2,6,3.40402267717468,3.312121212121212,4.974537675343447,3,6,4,3,4,2,1,1,4,1,6,5,6,6,3,1,5,6,9,13,14,6,3,4,5,12,13,4,1,3,4,3,5,6,6,6,2,8,6,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,3,7,2,3,1,1,1,1,1,0,0,0,4,1.1666666666666667,1.1666666666666667,1.0,1.4,0.875,7,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,True,False,False,False,True,True,False,False
MathematicaGraph6036.txt,5,7,11,7,1,1,2,12,6,13,12,5,2,6,4,24,6.414213562373095,6.333333333333333,6.1547005383792515,1,2,2,5,7,7,5,1,6,2,8,6,2,12,12,-11,1,7,-12,0,6,8,11,7,9,6,8,12,11,11,8,6,6,8,12,11,2,14,12,1,1,1,2,8,6,1,1,1,4,12,2,6,2,2,1,1,1,0,0,0,2,6,4,1,1,1,7,6.0,6.5,4.333333333333333,13.0,3.25,12,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False
MathematicaGraph1567.txt,4,4,4,4,2,2,4,5,3,8,7,4,2,4,2,12,3.718744015013406,3.466666666666667,3.457376019843031,1,3,2,4,5,3,2,2,4,1,4,4,4,6,6,-4,3,5,-5,2,4,4,6,4,6,3,5,7,5,6,4,3,5,6,6,7,4,15,4,7,1,1,3,7,2,3,1,1,3,7,2,3,1,1,2,3,1,1,1,1,3,7,2,3,1,1,4,3.0,2.6666666666666665,2.0,4.0,1.6,9,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
k_slater_index_atmost_slater_counter_example.txt.txt,6,6,6,6,1,5,6,3,2,12,21,6,6,6,3,9,4.949489742783178,4.214285714285714,6.597913856977557,1,6,6,6,8,2,2,5,6,1,6,6,6,11,7,3,9,10,12,18,19,6,6,6,9,15,18,11,6,6,6,4,10,10,7,11,6,28,4,16,2,2,4,12,2,6,2,2,4,12,2,6,2,2,2,6,4,1,1,1,4,12,2,6,2,2,6,2.3333333333333335,2.0,1.7142857142857142,2.4,1.5,14,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True
G37.txt,1,2,1,3,1,3,3,2,1,6,9,1,4,3,2,6,2.7676829318773297,2.579365079365079,3.399078404939152,1,5,4,3,4,2,1,1,3,1,5,4,5,5,3,0,4,5,3,7,8,5,2,3,4,6,7,5,1,2,3,2,4,5,5,5,4,12,2,6,2,2,2,4,2,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,1,1,1,0,0,0,3,1.4,1.2,1.0,1.5,0.8571428571428571,7,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False
G23.txt,1,2,1,2,1,2,2,2,1,5,7,1,3,2,2,5,2.434286964637233,2.3714285714285714,2.8751010084099593,2,4,3,2,3,2,1,1,3,1,4,3,4,4,3,0,3,4,2,5,6,4,2,3,3,5,5,3,1,2,3,2,3,4,4,4,2,6,4,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,1,1,1,0,0,0,3,1.25,1.25,1.0,1.6666666666666667,0.8333333333333334,5,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False
G35.txt,3,5,6,6,2,3,4,7,4,11,12,3,2,5,4,14,5.360173345306138,5.233333333333333,5.59152986346361,1,3,2,4,6,4,3,1,5,3,8,6,5,9,8,-3,4,7,-2,5,8,8,9,6,7,7,8,10,8,9,7,5,7,8,10,8,2,12,10,1,1,1,4,12,2,6,2,2,2,6,4,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,6,3.3333333333333335,3.6666666666666665,2.75,5.5,2.2,10,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False
G21.txt,1,2,1,2,1,3,3,2,1,5,6,1,3,2,2,5,2.414213562373095,2.333333333333333,2.6329931618554525,2,4,3,2,3,2,1,1,3,1,4,3,4,4,2,0,3,4,1,4,5,4,2,3,3,4,4,3,1,2,3,2,3,4,4,4,2,6,4,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,4,2,1,1,1,1,1,1,0,0,0,3,1.25,1.25,1.0,1.6666666666666667,0.8333333333333334,5,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False
cubic109.txt,4,4,6,6,2,4,4,4,3,12,18,4,2,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,6,3,8,8,6,10,8,4,8,9,10,14,15,8,10,6,8,12,14,9,9,10,9,6,8,9,10,9,6,28,4,16,2,2,4,12,2,6,2,2,4,12,2,6,2,2,3,7,2,3,1,1,3,7,2,3,1,1,6,3.0,4.0,3.0,6.0,2.4,9,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
quartic2.txt,2,2,2,2,1,4,4,2,2,6,12,2,3,3,2,4,3.0,3.0,4.242640687119285,4,4,3,2,3,2,2,1,4,1,4,4,4,5,2,2,4,4,8,10,10,4,3,3,4,9,10,2,2,3,4,3,4,4,5,5,4,12,2,6,2,2,2,3,1,1,1,1,2,4,2,1,1,1,3,7,2,3,1,1,2,3,1,1,1,1,3,1.25,1.5,1.2,2.0,1.0,5,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False
T14.txt,1,2,1,2,1,3,3,2,1,5,9,1,4,2,2,4,2.4820508075688776,2.4642857142857144,3.3284470098351844,3,4,4,2,2,2,1,1,3,1,4,3,4,4,2,1,3,4,5,7,8,4,1,3,3,7,7,2,1,1,3,3,3,4,4,4,2,6,4,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,4,2,1,1,1,1,1,1,0,0,0,3,1.0,1.25,1.0,1.6666666666666667,0.8333333333333334,4,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False
MathematicaGraph6034.txt,4,6,9,6,1,1,2,10,5,11,10,4,2,5,4,20,5.414213562373095,5.333333333333333,5.1547005383792515,1,2,2,4,6,6,4,1,5,2,7,5,2,10,10,-9,1,6,-10,0,5,7,9,6,7,5,6,10,9,9,7,5,5,7,10,9,2,12,10,1,1,1,4,12,2,6,2,2,2,6,4,1,1,1,1,1,1,0,0,0,3,7,2,3,1,1,6,5.0,5.5,3.6666666666666665,11.0,2.75,10,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
T3.txt,2,2,2,2,1,4,4,2,2,6,12,2,3,3,2,4,3.0,3.0,4.242640687119285,4,4,3,2,3,2,2,1,4,1,4,4,4,5,2,2,4,4,8,10,10,4,3,3,4,9,10,2,2,3,4,3,4,4,5,5,4,12,2,6,2,2,2,3,1,1,1,1,2,4,2,1,1,1,3,7,2,3,1,1,2,3,1,1,1,1,3,1.25,1.5,1.2,2.0,1.0,5,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False
cubic10.txt,3,4,4,4,2,4,4,4,3,10,15,3,3,5,4,9,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,6,8,6,1,6,7,6,11,12,7,7,5,6,10,11,7,7,7,7,5,6,7,9,8,4,18,4,8,2,2,3,7,2,3,1,1,2,6,4,1,1,1,3,7,2,3,1,1,2,4,2,1,1,1,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False
cubic38.txt,3,5,5,5,2,4,4,4,3,12,18,3,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,7,3,9,7,7,10,8,2,8,9,8,14,15,9,9,6,8,12,14,9,9,9,9,6,8,9,11,9,6,28,4,16,2,2,2,6,4,1,1,1,4,12,2,6,2,2,3,7,2,3,1,1,2,4,2,1,1,1,6,3.0,4.0,3.0,6.0,2.4,9,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True
cubic6.txt,3,3,3,3,2,4,4,2,2,8,12,3,3,4,3,6,4.0,4.0,4.898979485566357,3,3,3,2,4,3,2,2,5,2,5,5,5,6,4,2,6,6,6,10,10,5,5,4,5,8,9,5,5,5,6,4,5,6,6,6,4,15,4,7,1,1,2,4,2,1,1,1,3,7,2,3,1,1,3,7,2,3,1,1,2,4,2,1,1,1,4,2.0,2.6666666666666665,2.0,4.0,1.6,6,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True
cubic7.txt,2,4,4,4,2,4,4,3,3,8,12,2,2,4,3,6,4.0,4.0,4.898979485566357,3,3,2,2,4,3,2,1,4,3,6,4,4,6,4,2,5,5,6,9,9,6,6,4,5,8,9,5,5,6,6,4,5,6,7,5,4,15,4,7,1,1,3,7,2,3,1,1,3,7,2,3,1,1,3,7,2,3,1,1,2,3,1,1,1,1,4,2.0,2.6666666666666665,2.0,4.0,1.6,6,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True
cubic39.txt,4,5,5,5,2,5,5,4,3,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,7,3,8,7,7,10,7,2,8,9,8,14,15,8,9,6,8,12,14,9,9,9,9,6,8,9,10,9,6,28,4,16,2,2,2,6,4,1,1,1,4,12,2,6,2,2,2,6,4,1,1,1,3,7,2,3,1,1,6,3.0,4.0,3.0,6.0,2.4,9,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
cubic11.txt,3,4,5,4,2,4,4,3,3,10,15,3,3,5,3,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,5,8,6,2,7,7,7,12,12,7,7,5,7,10,12,7,7,7,7,5,6,7,9,8,4,18,4,8,2,2,3,7,2,3,1,1,2,6,4,1,1,1,3,7,2,3,1,1,2,4,2,1,1,1,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,True,False
T2.txt,1,2,1,2,1,3,3,2,1,6,12,1,4,3,2,5,2.954573019178186,2.91031746031746,4.1732569983349945,3,5,4,2,3,2,1,1,4,1,5,4,5,5,3,1,4,5,7,10,11,5,2,3,4,9,10,3,1,2,4,3,4,5,5,5,4,12,2,6,2,2,2,3,1,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,1,1,1,0,0,0,3,1.0,1.2,1.0,1.5,0.8571428571428571,5,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False
MathematicaGraph6035.txt,4,6,10,6,1,1,2,11,6,12,11,4,2,6,4,22,5.914213562373095,5.833333333333333,5.6547005383792515,1,2,2,5,6,6,4,1,6,2,8,6,2,11,11,-10,1,6,-11,0,5,8,10,6,8,5,7,11,10,10,7,6,6,8,11,10,6,28,4,16,2,2,4,12,2,6,2,2,4,12,2,6,2,2,1,1,1,0,0,0,3,7,2,3,1,1,6,5.5,6.0,4.0,12.0,3.0,11,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
quartic3.txt,2,2,2,2,1,4,4,2,2,7,14,2,4,3,3,5,3.5,3.5,4.949747468305832,4,4,3,2,3,2,2,1,5,1,5,5,5,6,3,2,5,5,9,12,12,5,3,4,4,11,11,3,3,4,5,4,5,5,6,6,2,8,6,1,1,1,2,3,1,1,1,1,2,4,2,1,1,1,3,7,2,3,1,1,2,3,1,1,1,1,4,1.25,1.75,1.4,2.3333333333333335,1.1666666666666667,5,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False
T15.txt,1,2,1,3,1,3,3,2,1,7,15,1,4,3,2,6,3.411570848829945,3.326984126984127,4.982410791234176,3,6,4,2,4,2,1,1,4,2,6,5,6,6,4,1,5,6,9,13,14,6,3,4,5,12,13,4,1,3,5,3,5,6,6,5,2,8,6,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,1,1,1,0,0,0,4,1.0,1.1666666666666667,1.0,1.4,0.875,6,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False,True,False,False
cubic108.txt,3,4,5,5,2,4,4,3,3,12,18,3,3,6,5,9,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,1,7,3,9,8,7,10,8,3,9,9,9,15,15,9,9,6,7,12,13,9,9,10,9,6,8,9,11,9,6,28,4,16,2,2,2,6,4,1,1,1,4,12,2,6,2,2,3,7,2,3,1,1,2,4,2,1,1,1,6,3.0,4.0,3.0,6.0,2.4,9,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
MathematicaGraph1570.txt,7,7,7,7,3,4,7,8,4,14,13,7,2,7,4,18,6.450794822582283,5.966666666666667,6.18212089123462,1,3,2,6,9,5,4,3,7,2,7,7,7,11,10,-4,6,10,-5,5,9,7,12,7,10,6,9,13,11,12,8,5,9,10,11,12,4,24,6,10,2,2,2,8,6,1,1,1,2,8,6,1,1,1,3,7,2,3,1,1,2,8,6,1,1,1,7,5.0,4.666666666666667,3.5,7.0,2.8,15,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False
G20.txt,2,2,2,2,1,2,2,3,2,5,6,2,3,2,2,6,2.393846850117352,2.3,2.619172062391505,1,3,3,2,3,2,2,1,3,1,3,3,3,4,3,-1,2,3,0,3,4,3,2,3,3,4,4,4,2,2,3,2,3,3,4,4,2,6,4,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,3,1.6666666666666667,1.6666666666666667,1.25,2.5,1.0,5,True,False,False,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False
G34.txt,2,2,2,6,1,6,6,2,2,8,12,2,2,2,2,6,3.4641016151377553,3.0,4.242640687119285,2,6,2,5,6,2,2,1,2,6,6,6,6,7,2,2,6,6,6,10,10,6,6,6,6,10,10,6,2,6,3,2,6,6,7,2,4,15,4,7,1,1,4,12,2,6,2,2,2,3,1,1,1,1,4,12,2,6,2,2,2,3,1,1,1,1,6,1.8333333333333333,1.3333333333333333,1.1428571428571428,1.6,1.0,11,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True
G30.txt,2,2,2,4,2,2,4,3,2,6,5,3,2,2,1,8,2.642734410091837,2.3333333333333335,2.408248290463863,1,3,2,4,4,2,2,1,2,1,4,4,4,4,4,-2,3,4,-3,2,3,3,4,4,5,3,4,5,3,4,2,2,4,4,5,5,4,12,2,6,2,2,3,7,2,3,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,4,2.6666666666666665,2.0,1.5,3.0,1.2,8,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,False
G24.txt,2,2,2,2,1,3,3,2,2,5,7,2,3,2,2,5,2.4831632475943928,2.466666666666667,2.9356686433192314,2,3,3,2,2,2,2,1,3,1,3,3,3,4,2,0,3,3,2,5,5,3,2,3,3,5,5,3,2,2,3,3,3,3,4,4,2,6,4,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,4,2,1,1,1,2,3,1,1,1,1,3,1.3333333333333333,1.6666666666666667,1.25,2.5,1.0,4,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False
G18.txt,2,2,2,2,1,2,2,2,2,5,6,2,3,2,2,5,2.4663264951887856,2.4333333333333336,2.6971026724636946,2,3,3,2,3,2,2,1,3,1,3,3,3,4,3,0,3,3,1,4,4,3,2,3,3,4,4,3,2,2,3,2,3,3,4,4,2,6,4,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,3,1.6666666666666667,1.6666666666666667,1.25,2.5,1.0,5,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False
T11.txt,2,4,4,3,2,6,6,3,3,12,30,2,4,6,5,6,6.0,6.0,9.486832980505138,5,5,3,2,6,3,2,1,9,2,10,8,8,10,6,6,9,9,24,27,27,10,8,6,7,24,25,7,7,9,10,6,9,10,11,10,6,28,4,16,2,2,2,4,2,1,1,1,4,12,2,6,2,2,4,12,2,6,2,2,2,3,1,1,1,1,6,1.6,2.4,2.0,3.0,1.7142857142857142,8,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True
MathematicaGraph6031.txt,3,4,6,4,1,1,2,7,4,8,7,3,2,4,3,14,3.914213562373095,3.833333333333333,3.6547005383792515,1,2,2,3,4,4,3,1,4,2,5,4,2,7,7,-6,1,4,-7,0,3,5,6,4,5,3,4,7,6,6,5,4,4,5,7,6,4,15,4,7,1,1,3,7,2,3,1,1,3,7,2,3,1,1,1,1,1,0,0,0,2,4,2,1,1,1,4,3.5,4.0,2.6666666666666665,8.0,2.0,7,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
cubic29.txt,4,4,5,5,2,5,5,5,3,12,18,4,3,6,4,12,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,7,3,8,8,7,10,7,0,7,9,6,13,15,8,9,6,8,12,14,9,9,9,9,6,8,9,10,9,6,28,4,16,2,2,2,6,4,1,1,1,4,12,2,6,2,2,2,6,4,1,1,1,3,7,2,3,1,1,6,3.0,4.0,3.0,6.0,2.4,9,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
cubic3.txt,2,2,2,3,2,4,4,2,2,6,9,3,2,3,3,6,3.0,3.0,3.6742346141747677,3,3,2,2,3,2,2,1,3,3,4,4,4,4,2,0,4,4,3,7,7,3,4,3,3,6,6,3,3,4,4,3,4,4,5,3,4,12,2,6,2,2,2,4,2,1,1,1,2,4,2,1,1,1,3,7,2,3,1,1,2,3,1,1,1,1,3,1.6666666666666667,2.0,1.5,3.0,1.2,5,True,True,False,False,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False
T6.txt,1,2,1,2,1,3,3,2,1,7,15,1,4,3,3,5,3.4329764226088693,3.3683982683982685,5.014741714411043,3,6,4,2,4,2,1,1,5,1,6,5,6,6,4,2,5,6,10,13,14,6,3,4,4,12,12,4,1,3,5,3,5,6,6,6,2,8,6,1,1,1,2,3,1,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,1,1,1,0,0,0,4,1.0,1.1666666666666667,1.0,1.4,0.875,6,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False
cubic15.txt,3,4,4,4,2,4,4,3,2,10,15,3,3,5,3,7,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,6,8,6,3,7,8,8,12,13,7,7,5,7,10,12,7,7,7,7,5,6,7,9,8,4,18,4,8,2,2,3,7,2,3,1,1,2,6,4,1,1,1,3,7,2,3,1,1,2,4,2,1,1,1,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,True,False
cubic14.txt,3,4,4,4,1,3,3,3,3,10,15,3,3,5,3,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,6,2,7,6,6,9,7,2,7,7,7,12,12,7,7,5,7,10,12,7,7,7,7,5,6,7,9,8,4,18,4,8,2,2,3,7,2,3,1,1,2,6,4,1,1,1,2,4,2,1,1,1,2,4,2,1,1,1,5,2.6666666666666665,3.3333333333333335,2.5,5.0,2.0,8,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False
T7.txt,2,2,2,2,1,4,4,2,2,7,15,2,4,3,3,5,3.466237455741357,3.433333333333333,5.070003641610156,3,5,4,2,4,2,2,1,5,1,5,5,5,6,3,2,5,5,10,13,13,5,3,4,4,12,12,4,2,3,5,3,5,5,6,6,2,8,6,1,1,1,2,3,1,1,1,1,2,4,2,1,1,1,3,7,2,3,1,1,2,3,1,1,1,1,4,1.2,1.4,1.1666666666666667,1.75,1.0,6,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False
cubic28.txt,3,5,6,5,2,5,5,6,3,12,18,3,3,6,4,13,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,7,3,9,7,6,10,7,-1,6,9,5,12,15,9,9,6,8,12,14,9,9,9,9,6,8,9,11,9,6,28,4,16,2,2,2,6,4,1,1,1,4,12,2,6,2,2,2,6,4,1,1,1,2,4,2,1,1,1,6,3.0,4.0,3.0,6.0,2.4,9,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True
